dataset/images/British_Shorthair_10.jpg 1 83 29 114 113
dataset/images/Siamese_178.jpg 1 32 18 331 351
dataset/images/Siamese_150.jpg 1 300 2 189 202
dataset/images/Siamese_144.jpg 1 160 21 180 209
dataset/images/Siamese_193.jpg 1 125 68 157 168
dataset/images/Birman_167.jpg 1 192 63 122 113
dataset/images/Egyptian_Mau_173.jpg 1 157 13 62 56
dataset/images/Birman_173.jpg 1 207 6 107 106
dataset/images/Siamese_187.jpg 1 79 42 162 190
dataset/images/Ragdoll_162.jpg 1 205 127 90 84
dataset/images/Ragdoll_176.jpg 1 324 69 84 92
dataset/images/Maine_Coon_10.jpg 1 97 78 333 376
dataset/images/Ragdoll_189.jpg 1 120 11 130 139
dataset/images/Bengal_128.jpg 1 333 100 166 177
dataset/images/Bombay_171.jpg 1 27 12 40 33
dataset/images/Bombay_159.jpg 1 15 43 68 64
dataset/images/Bengal_114.jpg 1 21 32 180 190
dataset/images/Sphynx_137.jpg 1 262 3 138 145
dataset/images/Abyssinian_184.jpg 1 255 161 106 113
dataset/images/Abyssinian_190.jpg 1 45 41 91 97
dataset/images/Bengal_100.jpg 1 180 19 154 162
dataset/images/Abyssinian_153.jpg 1 346 77 63 85
dataset/images/Sphynx_19.jpg 1 210 15 220 256
dataset/images/Maine_Coon_103.jpg 1 173 69 208 204
dataset/images/Persian_180.jpg 1 94 128 240 177
dataset/images/Persian_194.jpg 1 322 32 147 132
dataset/images/Maine_Coon_117.jpg 1 220 107 89 102
dataset/images/Russian_Blue_12.jpg 1 89 135 472 470
dataset/images/Russian_Blue_119.jpg 1 142 145 64 64
dataset/images/British_Shorthair_174.jpg 1 134 79 163 155
dataset/images/British_Shorthair_160.jpg 1 165 30 162 157
dataset/images/Persian_143.jpg 1 198 108 77 82
dataset/images/British_Shorthair_148.jpg 1 205 46 72 69
dataset/images/Russian_Blue_125.jpg 1 79 14 149 189
dataset/images/Russian_Blue_131.jpg 1 144 53 131 144
dataset/images/Persian_156.jpg 1 76 10 181 138
dataset/images/Russian_Blue_130.jpg 1 206 35 200 152
dataset/images/Russian_Blue_124.jpg 1 29 25 135 134
dataset/images/British_Shorthair_149.jpg 1 119 26 234 191
dataset/images/Ragdoll_18.jpg 1 221 8 203 220
dataset/images/British_Shorthair_161.jpg 1 51 50 243 268
dataset/images/British_Shorthair_175.jpg 1 184 64 195 201
dataset/images/Russian_Blue_118.jpg 1 1 1 236 215
dataset/images/Russian_Blue_13.jpg 1 307 200 203 179
dataset/images/Persian_195.jpg 1 320 10 128 130
dataset/images/Maine_Coon_116.jpg 1 154 77 71 79
dataset/images/Maine_Coon_102.jpg 1 156 155 114 144
dataset/images/Persian_181.jpg 1 183 7 137 133
dataset/images/Ragdoll_201.jpg 1 102 58 99 103
dataset/images/Sphynx_18.jpg 1 152 40 207 181
dataset/images/Abyssinian_152.jpg 1 154 38 182 200
dataset/images/Abyssinian_146.jpg 1 39 56 203 210
dataset/images/Russian_Blue_1.jpg 1 89 10 65 65
dataset/images/Abyssinian_1.jpg 1 333 72 92 86
dataset/images/Sphynx_122.jpg 1 141 5 233 223
dataset/images/Abyssinian_191.jpg 1 151 64 117 120
dataset/images/Bengal_101.jpg 1 358 101 140 140
dataset/images/Bengal_115.jpg 1 146 16 138 137
dataset/images/Bombay_158.jpg 1 203 30 222 227
dataset/images/Abyssinian_185.jpg 1 21 1 170 177
dataset/images/Sphynx_136.jpg 1 199 61 193 173
dataset/images/Bombay_170.jpg 1 230 38 138 109
dataset/images/Bengal_129.jpg 1 1 67 280 214
dataset/images/Bombay_164.jpg 1 74 4 215 216
dataset/images/Ragdoll_188.jpg 1 173 39 141 140
dataset/images/British_Shorthair_203.jpg 1 108 29 244 214
dataset/images/Ragdoll_177.jpg 1 53 16 190 180
dataset/images/Ragdoll_163.jpg 1 136 111 104 105
dataset/images/Egyptian_Mau_172.jpg 1 213 12 134 138
dataset/images/Siamese_186.jpg 1 140 7 108 117
dataset/images/Birman_172.jpg 1 237 2 155 148
dataset/images/Birman_166.jpg 1 183 43 122 121
dataset/images/Siamese_145.jpg 1 146 44 223 209
dataset/images/Siamese_151.jpg 1 1 1 332 343
dataset/images/Siamese_179.jpg 1 239 58 101 110
dataset/images/Siamese_147.jpg 1 134 34 191 201
dataset/images/Siamese_153.jpg 1 247 39 100 107
dataset/images/Birman_158.jpg 1 142 235 69 66
dataset/images/Birman_170.jpg 1 111 8 250 242
dataset/images/Siamese_184.jpg 1 193 54 141 158
dataset/images/Egyptian_Mau_170.jpg 1 314 136 134 126
dataset/images/Egyptian_Mau_164.jpg 1 288 35 112 111
dataset/images/Birman_164.jpg 1 45 10 270 299
dataset/images/Ragdoll_175.jpg 1 376 136 109 99
dataset/images/Ragdoll_161.jpg 1 112 5 123 134
dataset/images/Ragdoll_149.jpg 1 70 4 249 272
dataset/images/Maine_Coon_13.jpg 1 231 30 149 197
dataset/images/British_Shorthair_201.jpg 1 168 32 207 157
dataset/images/Bombay_172.jpg 1 302 10 116 131
dataset/images/Sphynx_108.jpg 1 217 100 89 95
dataset/images/Bombay_166.jpg 1 315 9 182 173
dataset/images/Bengal_103.jpg 1 177 9 184 231
dataset/images/Abyssinian_193.jpg 1 124 5 144 147
dataset/images/Sphynx_134.jpg 1 147 6 243 198
dataset/images/Bengal_117.jpg 1 195 34 90 95
dataset/images/Abyssinian_178.jpg 1 78 12 227 249
dataset/images/Abyssinian_150.jpg 1 160 17 331 290
dataset/images/Abyssinian_144.jpg 1 91 15 147 149
dataset/images/Maine_Coon_128.jpg 1 117 66 113 129
dataset/images/Persian_197.jpg 1 130 19 219 232
dataset/images/British_Shorthair_188.jpg 1 98 29 220 222
dataset/images/Persian_183.jpg 1 214 29 171 169
dataset/images/Maine_Coon_100.jpg 1 89 15 209 221
dataset/images/Persian_168.jpg 1 280 88 184 153
dataset/images/British_Shorthair_163.jpg 1 257 84 79 90
dataset/images/British_Shorthair_177.jpg 1 201 22 113 114
dataset/images/Russian_Blue_132.jpg 1 208 63 133 153
dataset/images/Persian_140.jpg 1 84 99 211 201
dataset/images/Russian_Blue_127.jpg 1 63 73 204 239
dataset/images/Persian_141.jpg 1 190 61 260 243
dataset/images/Persian_155.jpg 1 87 166 84 71
dataset/images/Russian_Blue_133.jpg 1 62 1 324 280
dataset/images/British_Shorthair_176.jpg 1 76 37 264 243
dataset/images/Russian_Blue_10.jpg 1 80 48 86 83
dataset/images/British_Shorthair_162.jpg 1 113 27 245 191
dataset/images/Persian_169.jpg 1 122 47 191 194
dataset/images/Persian_182.jpg 1 212 44 101 101
dataset/images/British_Shorthair_189.jpg 1 148 145 246 267
dataset/images/Maine_Coon_101.jpg 1 134 29 156 181
dataset/images/Maine_Coon_115.jpg 1 22 1 251 300
dataset/images/Persian_196.jpg 1 50 1 252 227
dataset/images/Ragdoll_202.jpg 1 125 9 182 202
dataset/images/Maine_Coon_129.jpg 1 131 29 153 157
dataset/images/Abyssinian_145.jpg 1 230 112 173 159
dataset/images/Bombay_198.jpg 1 61 1 187 199
dataset/images/Abyssinian_151.jpg 1 163 61 49 48
dataset/images/Abyssinian_179.jpg 1 73 18 111 112
dataset/images/Bengal_116.jpg 1 16 26 116 124
dataset/images/Bengal_102.jpg 1 67 18 118 148
dataset/images/Sphynx_121.jpg 1 145 62 142 147
dataset/images/Abyssinian_192.jpg 1 133 5 106 105
dataset/images/Bombay_167.jpg 1 120 11 339 358
dataset/images/Bombay_173.jpg 1 135 104 118 121
dataset/images/British_Shorthair_200.jpg 1 171 27 155 156
dataset/images/Ragdoll_148.jpg 1 62 34 256 230
dataset/images/Ragdoll_160.jpg 1 103 1 121 121
dataset/images/Ragdoll_174.jpg 1 44 80 187 196
dataset/images/Egyptian_Mau_165.jpg 1 1715 340 840 970
dataset/images/Birman_165.jpg 1 116 1 315 275
dataset/images/Siamese_191.jpg 1 12 11 302 263
dataset/images/Siamese_185.jpg 1 97 141 129 146
dataset/images/Birman_171.jpg 1 107 30 172 173
dataset/images/Egyptian_Mau_171.jpg 1 65 37 51 63
dataset/images/Birman_159.jpg 1 181 13 226 213
dataset/images/Siamese_152.jpg 1 60 7 265 277
dataset/images/Siamese_146.jpg 1 151 39 223 253
dataset/images/Siamese_142.jpg 1 98 11 219 231
dataset/images/Siamese_156.jpg 1 119 29 102 114
dataset/images/British_Shorthair_16.jpg 1 1 1 373 391
dataset/images/Egyptian_Mau_175.jpg 1 166 6 44 46
dataset/images/Birman_175.jpg 1 112 33 280 242
dataset/images/Siamese_181.jpg 1 136 1 235 234
dataset/images/Siamese_195.jpg 1 286 85 109 134
dataset/images/Birman_161.jpg 1 139 79 100 109
dataset/images/Egyptian_Mau_161.jpg 1 240 21 122 141
dataset/images/Egyptian_Mau_149.jpg 1 137 9 39 43
dataset/images/Birman_149.jpg 1 54 97 232 232
dataset/images/Ragdoll_158.jpg 1 368 8 112 114
dataset/images/Ragdoll_170.jpg 1 187 6 234 223
dataset/images/Ragdoll_164.jpg 1 202 53 58 73
dataset/images/British_Shorthair_210.jpg 1 206 103 115 118
dataset/images/British_Shorthair_204.jpg 1 244 1 256 263
dataset/images/Maine_Coon_16.jpg 1 249 9 67 71
dataset/images/Abyssinian_196.jpg 1 55 99 37 39
dataset/images/Sphynx_125.jpg 1 1 1 332 363
dataset/images/Bengal_106.jpg 1 242 61 93 118
dataset/images/Bengal_112.jpg 1 72 20 129 142
dataset/images/Sphynx_131.jpg 1 137 56 147 163
dataset/images/Abyssinian_182.jpg 1 225 1 181 221
dataset/images/Sphynx_119.jpg 1 99 61 188 213
dataset/images/Siamese_208.jpg 1 117 21 146 173
dataset/images/Bombay_177.jpg 1 84 38 50 48
dataset/images/Bombay_163.jpg 1 105 32 180 179
dataset/images/Abyssinian_155.jpg 1 58 44 155 171
dataset/images/Bombay_188.jpg 1 48 39 48 48
dataset/images/Abyssinian_141.jpg 1 35 106 291 237
dataset/images/Abyssinian_169.jpg 1 42 10 213 195
dataset/images/British_Shorthair_199.jpg 1 100 9 213 212
dataset/images/Persian_192.jpg 1 109 35 263 217
dataset/images/Maine_Coon_111.jpg 1 58 1 227 241
dataset/images/Maine_Coon_105.jpg 1 25 1 306 276
dataset/images/Persian_186.jpg 1 107 77 267 267
dataset/images/Maine_Coon_139.jpg 1 325 23 83 87
dataset/images/Russian_Blue_137.jpg 1 148 1 220 233
dataset/images/Persian_145.jpg 1 203 71 109 120
dataset/images/Russian_Blue_123.jpg 1 246 82 88 94
